C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_47_821.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_47_821.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_47_821.jpg, 0, 0, 0, 7.808338E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_036.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_036.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_036.jpg, 0, 0, 0, 8.099328E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_139.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_139.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_139.jpg, 0, 0, 0, 7.928642E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_241.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_241.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_241.jpg, 0, 0, 0, 7.838311E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_345.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_345.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_345.jpg, 0, 0, 0, 8.202298E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_447.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_447.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_447.jpg, 0, 0, 0, 7.796613E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_556.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_556.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_556.jpg, 0, 0, 0, 8.133116E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_661.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_661.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_661.jpg, 0, 0, 0, 7.852713E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_764.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_764.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_764.jpg, 0, 0, 0, 7.845408E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_871.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_871.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_871.jpg, 0, 0, 0, 7.835055E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_48_978.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_48_978.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_48_978.jpg, 0, 0, 0, 7.800342E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_49_083.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_49_083.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_49_083.jpg, 0, 0, 0, 7.889844E-05
C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\center_2020_02_07_15_47_49_185.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\left_2020_02_07_15_47_49_185.jpg, C:\Users\Sanket\Desktop\Final Year Project\Data\IMG\right_2020_02_07_15_47_49_185.jpg, 0, 0.3024408, 0, 0.2841152
